,company,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count
29381,amazon,Software Engineer,4.0,2.0,4.0,4.0,4.0,4.0,3
29382,amazon,Process Guide,5.0,5.0,5.0,5.0,5.0,5.0,1
29383,amazon,Catalog Associate,4.0,5.0,5.0,2.0,4.0,3.0,0
29384,amazon,QA Engineer,4.0,4.0,5.0,4.0,5.0,5.0,0
29389,amazon,Software Development Engineer,4.0,3.0,4.0,5.0,5.0,3.0,1
29390,amazon,Senior Process Analyst,5.0,5.0,5.0,4.0,4.0,4.0,0
29391,amazon,QAT,5.0,5.0,5.0,5.0,3.0,3.0,0
29392,amazon,Cloud Support Engineer,5.0,5.0,5.0,5.0,4.0,5.0,0
29393,amazon,Senior Product Marketing Manager,2.0,2.0,2.0,2.0,2.0,2.0,0
29394,amazon,Parcel Sorter,2.0,3.0,3.0,2.0,3.0,3.0,0
29395,amazon,Program Manager II,4.0,3.0,4.0,5.0,4.0,4.0,0
29396,amazon,SDE1,4.0,5.0,4.0,5.0,5.0,4.0,0
29397,amazon,Team Leader,4.0,3.0,4.0,5.0,4.0,4.0,0
29398,amazon,Software Development Engineer I,4.0,3.0,4.0,5.0,4.0,3.0,0
29400,amazon,Leads Specialist,3.0,3.0,4.0,4.0,3.0,3.0,0
29403,amazon,Data Center Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
29404,amazon,Manager,5.0,4.0,5.0,5.0,4.0,5.0,0
29405,amazon,Senior Financial Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
29406,amazon,Investigations Specialist,4.0,5.0,5.0,3.0,4.0,5.0,0
29407,amazon,Learning Manager,5.0,3.0,5.0,5.0,5.0,4.0,0
29408,amazon,Lead,5.0,5.0,5.0,5.0,5.0,5.0,0
29409,amazon,Public Relations Manager,5.0,3.0,5.0,5.0,5.0,4.0,0
29410,amazon,Seller Support Associate,5.0,5.0,5.0,4.0,5.0,5.0,0
29411,amazon,Associate,4.0,4.0,4.0,4.0,4.0,5.0,0
29413,amazon,Interim Resolution Specialist,4.0,3.0,4.0,4.0,4.0,3.0,0
29415,amazon,Seller Support Associate,4.0,3.0,5.0,4.0,4.0,2.0,0
29418,amazon,Human Resources Services,3.0,3.0,3.0,3.0,3.0,3.0,0
29423,amazon,Associate,4.0,4.0,4.0,4.0,4.0,5.0,0
29426,amazon,Risk Analyst,5.0,4.0,5.0,3.0,4.0,4.0,0
29427,amazon,Abusive Risk Investigation,5.0,5.0,5.0,5.0,5.0,5.0,0
29430,amazon,Transaction Risk Investigator,2.0,1.0,5.0,2.0,3.0,1.0,0
29435,amazon,Senior Financial Analyst,3.0,1.0,1.0,5.0,5.0,3.0,0
29437,amazon,"Senior Product Manager, FBA",5.0,4.0,5.0,5.0,4.0,4.0,0
29438,amazon,Software Development Engineer-II,5.0,5.0,5.0,5.0,5.0,4.0,0
29440,amazon,Software Development Engineer,5.0,4.0,5.0,5.0,3.0,4.0,0
29444,amazon,Software Development Engineer,4.0,2.0,3.0,4.0,3.0,3.0,1
29445,amazon,Senior Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
29447,amazon,Trms,4.0,5.0,5.0,4.0,4.0,4.0,0
29450,amazon,Associate,4.0,4.0,5.0,5.0,5.0,3.0,0
29453,amazon,Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
29454,amazon,Associate Account Manager,5.0,4.0,5.0,5.0,4.0,3.0,0
29456,amazon,Catalog Associate,5.0,4.0,5.0,5.0,5.0,5.0,0
29459,amazon,Risk Analyst,4.0,3.0,4.0,3.0,4.0,4.0,0
29460,amazon,QA Associate,4.0,3.0,4.0,4.0,2.0,3.0,0
29461,amazon,Product Manager,4.0,4.0,4.0,5.0,4.0,4.0,0
29462,amazon,Software Development Engineer In Test,4.0,3.0,5.0,5.0,5.0,4.0,0
29464,amazon,Senior Catalogue Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
29466,amazon,Senior Software Engineer,4.0,3.0,4.0,5.0,5.0,4.0,0
29467,amazon,Transaction Risk Investigator,5.0,5.0,5.0,3.0,5.0,5.0,0
29468,amazon,Solutions Architect,5.0,5.0,5.0,5.0,3.0,5.0,0
29469,amazon,Operations Specialist,5.0,3.0,3.0,5.0,5.0,4.0,0
29470,amazon,Senior Product Compliance Associate,5.0,2.0,5.0,4.0,4.0,3.0,0
29471,amazon,Seller Support Associate,5.0,5.0,5.0,5.0,5.0,3.0,0
29472,amazon,Investigations Specialist,1.0,2.0,1.0,1.0,1.0,1.0,3
29474,amazon,Senior Product Manager,5.0,4.0,5.0,4.0,5.0,5.0,5
29475,amazon,Transaction Risk Investogator,4.0,2.0,5.0,5.0,3.0,4.0,0
29476,amazon,Cloud Support Associate,4.0,4.0,4.0,4.0,3.0,3.0,0
29478,amazon,Software Development Engineer II,4.0,5.0,5.0,5.0,4.0,4.0,0
29479,amazon,Human Resources Services Manager,4.0,4.0,5.0,5.0,5.0,5.0,0
29480,amazon,"Manager III, Program Management (L6)",4.0,3.0,5.0,5.0,5.0,4.0,0
29481,amazon,Manager - Risk Investigations,4.0,3.0,3.0,4.0,4.0,4.0,0
29482,amazon,Manager,3.0,1.0,2.0,2.0,3.0,1.0,0
29483,amazon,Sales Assistant,5.0,5.0,5.0,5.0,5.0,5.0,0
29484,amazon,Delivery Supervisor,5.0,5.0,5.0,5.0,5.0,5.0,0
29485,amazon,Amazon Brand Specialist,2.0,2.0,2.0,1.0,2.0,2.0,2
29486,amazon,Support Manager,5.0,3.0,4.0,5.0,5.0,5.0,0
29488,amazon,Human Resource Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
29489,amazon,"Senior Executive, Search &amp, Rescue Analyst",5.0,5.0,5.0,4.0,3.0,4.0,2
29491,amazon,Business Risk Investigator,4.0,4.0,5.0,4.0,5.0,4.0,0
29492,amazon,Cloud Support Engineer,5.0,5.0,5.0,4.0,5.0,4.0,3
29495,amazon,Operations Senior Manager,5.0,4.0,4.0,4.0,4.0,4.0,0
29496,amazon,Software Development Engineer,5.0,5.0,4.0,4.0,4.0,4.0,0
29497,amazon,Business Operations Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
29498,amazon,Brand Marketing Manager,5.0,3.0,5.0,5.0,4.0,4.0,1
29499,amazon,Area Manager,4.0,2.0,3.0,5.0,5.0,3.0,0
29501,amazon,Investigations Specialist,2.0,3.0,2.0,1.0,2.0,2.0,5
29502,amazon,Fulfillment Associate,1.0,1.0,1.0,1.0,3.0,1.0,2
29504,amazon,Associate Process Engineer,5.0,4.0,5.0,5.0,4.0,5.0,0
29506,amazon,Team Manager,5.0,3.0,5.0,5.0,3.0,4.0,1
29507,amazon,Software Development Manager,4.0,3.0,4.0,4.0,4.0,4.0,0
29510,amazon,SDE1,3.0,2.0,2.0,5.0,4.0,3.0,0
29512,amazon,Customer Service Associate,5.0,5.0,5.0,5.0,5.0,5.0,3
29514,amazon,Global Supply Chain Manager,5.0,4.0,5.0,5.0,4.0,4.0,0
29516,amazon,Compliance Associate,5.0,5.0,5.0,5.0,3.0,4.0,1
29517,amazon,Senior Investigation Specialist,4.0,2.0,4.0,4.0,4.0,4.0,0
29518,amazon,Technical Account Manager,4.0,5.0,5.0,5.0,4.0,4.0,0
29519,amazon,Technical Account Manager,4.0,5.0,5.0,5.0,4.0,4.0,0
29521,amazon,Customer Service Associate,5.0,4.0,5.0,5.0,4.0,3.0,0
29525,amazon,Software Development Engineer,4.0,3.0,4.0,5.0,4.0,4.0,0
29527,amazon,Seller Support Associate,4.0,4.0,4.0,4.0,4.0,4.0,4
29528,amazon,Operations Manager,5.0,4.0,5.0,5.0,5.0,4.0,0
29530,amazon,Sales Consultant,5.0,5.0,5.0,4.0,5.0,5.0,0
29531,amazon,Team Manager Customer Service,5.0,4.0,5.0,5.0,2.0,3.0,0
29533,amazon,Senior Device Associate,5.0,4.0,4.0,4.0,2.0,3.0,1
29534,amazon,Data Associate,5.0,4.0,5.0,3.0,5.0,5.0,1
29535,amazon,Senior Compliance Associate,4.0,4.0,5.0,3.0,4.0,5.0,0
29536,amazon,Project Manager,4.0,3.0,5.0,5.0,3.0,4.0,0
29537,amazon,Software Engineer,4.0,4.0,4.0,5.0,4.0,3.0,0
29538,amazon,Investigator,4.0,4.0,4.0,4.0,4.0,3.0,0
29541,amazon,Customer Service Associate,5.0,4.0,5.0,5.0,4.0,5.0,0
29542,amazon,Operations,5.0,2.0,5.0,5.0,4.0,1.0,0
29543,amazon,Software Developer,4.0,4.0,3.0,4.0,4.0,4.0,0
29545,amazon,Catalog Associate,5.0,5.0,5.0,5.0,3.0,5.0,0
29547,amazon,Senior Specialist - Training,4.0,3.0,5.0,5.0,5.0,2.0,0
29550,amazon,Operations Manager,4.0,3.0,5.0,5.0,4.0,4.0,0
29552,amazon,ERC Client Associate,3.0,3.0,3.0,3.0,3.0,3.0,1
29553,amazon,Digital Associate,3.0,2.0,4.0,1.0,2.0,5.0,0
29555,amazon,Operations Manager,5.0,3.0,5.0,5.0,4.0,4.0,0
29556,amazon,Data Center Technician,5.0,5.0,5.0,5.0,5.0,5.0,2
29557,amazon,Operations Manager,5.0,2.0,4.0,5.0,5.0,4.0,1
29559,amazon,SDE2,4.0,3.0,4.0,4.0,4.0,4.0,0
29560,amazon,Compliance Manager,3.0,2.0,2.0,3.0,3.0,1.0,1
29561,amazon,FIN Ops Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
29562,amazon,Seller Support Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
29563,amazon,Device Associate,5.0,5.0,5.0,5.0,5.0,3.0,0
29564,amazon,Software Development Engineer-II,5.0,4.0,5.0,5.0,5.0,5.0,0
29566,amazon,Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
29567,amazon,Team Manager,5.0,5.0,5.0,4.0,5.0,5.0,0
29568,amazon,ERC Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
29570,amazon,Risk Control Analyst,5.0,5.0,5.0,5.0,4.0,4.0,0
29572,amazon,Catalog Associate,5.0,5.0,5.0,4.0,4.0,4.0,0
29573,amazon,"ERC Senior Associate, Human Resources Services",5.0,5.0,5.0,5.0,5.0,5.0,0
29574,amazon,Human Resources Leader,5.0,5.0,5.0,5.0,5.0,5.0,0
29575,amazon,Transaction Risk Investigator,5.0,5.0,5.0,none,5.0,5.0,1
29576,amazon,Software Development Engineer,4.0,4.0,4.0,4.0,3.0,5.0,0
29577,amazon,Cloud Support Associate,4.0,3.0,5.0,5.0,5.0,3.0,0
29578,amazon,ERC Associate,4.0,4.0,4.0,4.0,4.0,4.0,0
29579,amazon,Cloud Support Associate,4.0,3.0,5.0,5.0,5.0,3.0,0
29580,amazon,ERC Associate,4.0,4.0,4.0,4.0,4.0,4.0,0
29583,amazon,Senior Software Development Engineer,4.0,3.0,4.0,4.0,5.0,4.0,0
29584,amazon,Office Assistant,4.0,4.0,4.0,4.0,4.0,4.0,0
29587,amazon,Technical Operations Analyst,5.0,4.0,4.0,5.0,4.0,5.0,0
29589,amazon,Learning Facilitator,4.0,2.0,4.0,4.0,3.0,2.0,0
29592,amazon,Software Development Engineer,5.0,5.0,5.0,5.0,4.0,4.0,0
29593,amazon,Senior Product Manager,5.0,3.0,5.0,5.0,4.0,4.0,0
29594,amazon,Problem Solver,2.0,2.0,1.0,1.0,2.0,1.0,0
29595,amazon,Senior Solutions Architect,5.0,4.0,5.0,5.0,5.0,4.0,1
29596,amazon,Middle Management,5.0,4.0,4.0,5.0,5.0,4.0,1
29597,amazon,Solution Architect,5.0,5.0,5.0,5.0,4.0,5.0,1
29598,amazon,Senior Associate,5.0,5.0,5.0,5.0,5.0,5.0,1
29599,amazon,Customer Service Associate,3.0,3.0,4.0,3.0,5.0,2.0,1
29600,amazon,Customer Service Associate,3.0,2.0,4.0,2.0,3.0,3.0,0
29601,amazon,Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
29603,amazon,Software Development Manager,5.0,3.0,5.0,5.0,5.0,5.0,0
29604,amazon,Area Manager,1.0,1.0,1.0,5.0,4.0,1.0,0
29605,amazon,Customer Support Associate,1.0,1.0,1.0,2.0,1.0,1.0,1
29606,amazon,Senior Operations Manager,5.0,4.0,5.0,5.0,5.0,5.0,1
29607,amazon,Program Manager,5.0,3.0,5.0,5.0,4.0,4.0,1
29610,amazon,Process Owner,5.0,4.0,5.0,5.0,5.0,5.0,0
29611,amazon,Amazon Home Services,5.0,5.0,5.0,5.0,5.0,4.0,0
29612,amazon,Trainee,5.0,4.0,5.0,5.0,4.0,5.0,0
29613,amazon,Data Associate,5.0,3.0,5.0,5.0,5.0,5.0,0
29615,amazon,Recruiter,4.0,4.0,5.0,5.0,3.0,4.0,0
29616,amazon,Area Operations Manager,4.0,3.0,5.0,3.0,4.0,3.0,0
29617,amazon,Senior Device Associate,4.0,4.0,4.0,4.0,3.0,3.0,0
29618,amazon,Account Manager,3.0,3.0,3.0,2.0,1.0,4.0,0
29619,amazon,Senior Customer Service Representative,5.0,3.0,4.0,5.0,4.0,4.0,0
29621,amazon,Transaction Risk Investigator,5.0,4.0,5.0,4.0,5.0,5.0,0
29622,amazon,Data Associate,5.0,4.0,5.0,5.0,5.0,4.0,0
29623,amazon,Solutions Architect,5.0,3.0,5.0,5.0,4.0,4.0,0
29624,amazon,Transaction Risk Investigator,5.0,5.0,5.0,5.0,5.0,5.0,0
29625,amazon,Regional Loss Prevention Manager,5.0,3.0,5.0,5.0,3.0,4.0,0
29626,amazon,Senior Software Development Manager,5.0,3.0,5.0,5.0,5.0,5.0,0
29627,amazon,Procurement Manager,5.0,4.0,5.0,5.0,5.0,3.0,0
29629,amazon,Tech Support Analyst,4.0,2.0,4.0,3.0,3.0,3.0,0
29630,amazon,Project Manager,4.0,none,none,none,none,none,0
29632,amazon,Software Developer,3.0,3.0,3.0,3.0,3.0,2.0,0
29634,amazon,Data Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
29635,amazon,Senior Manager,5.0,4.0,5.0,5.0,4.0,4.0,0
29636,amazon,Team Lead,5.0,4.0,4.0,3.0,5.0,4.0,0
29637,amazon,Trms,5.0,5.0,5.0,5.0,5.0,5.0,0
29638,amazon,Business Analyst,5.0,4.0,5.0,5.0,5.0,5.0,0
29639,amazon,Data Analyst,5.0,5.0,5.0,5.0,4.0,4.0,0
29642,amazon,Senior Financial Analyst - Payroll,5.0,4.0,5.0,5.0,4.0,5.0,0
29643,amazon,Senior Product Manager,5.0,3.0,5.0,5.0,4.0,5.0,0
29644,amazon,Senior Manager,5.0,2.0,5.0,4.0,5.0,3.0,0
29645,amazon,Business Development Manager,5.0,3.0,5.0,4.0,4.0,5.0,0
29646,amazon,Seller Support Associate,5.0,4.0,5.0,4.0,5.0,4.0,0
29647,amazon,Subject Matter Expert,5.0,3.0,4.0,5.0,3.0,3.0,0
29648,amazon,Sales Specialist,5.0,5.0,5.0,5.0,5.0,4.0,0
29649,amazon,Senior Product Manager,5.0,3.0,5.0,5.0,4.0,5.0,0
29650,amazon,Senior Manager,5.0,2.0,5.0,4.0,5.0,3.0,0
29651,amazon,Business Development Manager,5.0,3.0,5.0,4.0,4.0,5.0,0
29652,amazon,Seller Support Associate,5.0,4.0,5.0,4.0,5.0,4.0,0
29653,amazon,Subject Matter Expert,5.0,3.0,4.0,5.0,3.0,3.0,0
29654,amazon,Sales Specialist,5.0,5.0,5.0,5.0,5.0,4.0,0
29657,amazon,Cloud Support Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
29658,amazon,QAE,5.0,2.0,4.0,5.0,5.0,4.0,0
29659,amazon,Cloud Support Associate,5.0,5.0,5.0,5.0,5.0,4.0,0
29660,amazon,Transactional Risk Investigator - Product Quality,5.0,5.0,5.0,4.0,5.0,5.0,0
29661,amazon,Customer Service Associate,5.0,5.0,4.0,5.0,5.0,5.0,0
29662,amazon,Senior Finance Analyst,5.0,5.0,5.0,5.0,5.0,5.0,0
29663,amazon,Lead,5.0,5.0,5.0,5.0,4.0,5.0,0
29664,amazon,Human Resources Associate,5.0,5.0,5.0,4.0,4.0,5.0,0
29665,amazon,Manager I,5.0,5.0,5.0,5.0,5.0,5.0,0
29666,amazon,Manager,5.0,5.0,5.0,5.0,4.0,4.0,0
29667,amazon,Operations Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
29668,amazon,"Senior Associate, Global Trade, Compliance Operations-Variable",5.0,5.0,5.0,5.0,5.0,3.0,0
29669,amazon,Human Resources Ops Administrative,5.0,5.0,4.0,5.0,5.0,4.0,0
29670,amazon,Data Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
29671,amazon,Program Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
29672,amazon,Senior Trade Compliance IT,5.0,5.0,5.0,5.0,5.0,5.0,0
29673,amazon,User Experience Designer,5.0,4.0,5.0,5.0,5.0,4.0,0
29674,amazon,Level III,5.0,3.0,4.0,4.0,4.0,4.0,0
29675,amazon,Quality Service Associate,5.0,5.0,5.0,5.0,2.0,5.0,0
29676,amazon,QAM,5.0,5.0,5.0,5.0,5.0,5.0,0
29677,amazon,Seller Support Associate,5.0,4.0,5.0,4.0,5.0,5.0,0
29678,amazon,IT Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
29679,amazon,Manager Human Resources Services,5.0,5.0,3.0,3.0,3.0,3.0,0
29680,amazon,Senior Associate Account Specialty Group,5.0,5.0,5.0,5.0,5.0,4.0,0
29681,amazon,Program Manager,5.0,4.0,5.0,5.0,4.0,4.0,0
29682,amazon,Transaction Risk Investigator,5.0,5.0,5.0,5.0,5.0,4.0,0
29683,amazon,Transaction Risk Investigator,5.0,5.0,5.0,5.0,5.0,5.0,0
29684,amazon,Cloud Support Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
29685,amazon,Strategic Account Manager,5.0,4.0,4.0,4.0,4.0,4.0,0
29686,amazon,EU Operations Development Partner,5.0,4.0,5.0,5.0,3.0,3.0,0
29687,amazon,DCO Manager,5.0,3.0,5.0,5.0,5.0,5.0,0
29688,amazon,Catalog Specialist,5.0,5.0,3.0,5.0,4.0,4.0,0
29689,amazon,Email Marketing Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
29692,amazon,Principal Consultant,5.0,3.0,5.0,4.0,3.0,4.0,0
29693,amazon,Recruiting Coordinator,1.0,1.0,1.0,1.0,3.0,1.0,3
29695,amazon,Transactional Risk Investigator,2.0,1.0,3.0,3.0,3.0,1.0,0
29696,amazon,Program Ops Specialist,4.0,3.0,4.0,4.0,2.0,4.0,0
29697,amazon,Device Associate/Test Engineer,4.0,4.0,4.0,3.0,4.0,3.0,0
29698,amazon,Treasury Associate,4.0,5.0,5.0,4.0,5.0,5.0,0
29699,amazon,Recruiter,4.0,3.0,5.0,5.0,4.0,4.0,0
29700,amazon,Customer Service Representative,4.0,5.0,5.0,5.0,4.0,4.0,0
29702,amazon,Applications Engineer,4.0,3.0,3.0,4.0,4.0,4.0,0
29703,amazon,Software Development Engineer II,4.0,5.0,4.0,5.0,5.0,4.0,0
29704,amazon,Senior Associate,4.0,2.0,4.0,2.0,3.0,2.0,0
29705,amazon,Senior Investigation Specialist,4.0,none,none,3.0,2.0,none,0
29706,amazon,Senior Program Manager,4.0,2.0,5.0,5.0,3.0,3.0,0
29707,amazon,Data Associate,4.0,4.0,5.0,4.0,5.0,4.0,0
29709,amazon,Device Associate,4.0,5.0,5.0,5.0,2.0,5.0,0
29711,amazon,Knowledge Management Specialistist,4.0,5.0,5.0,4.0,3.0,4.0,0
29712,amazon,Senior Associate - Sustainability,4.0,5.0,3.0,4.0,5.0,4.0,0
29713,amazon,Seller Support Associate,4.0,4.0,5.0,5.0,5.0,4.0,0
29714,amazon,Data Associate,4.0,4.0,4.0,4.0,4.0,4.0,0
29715,amazon,"Senior Manager, Product Management",4.0,3.0,4.0,5.0,4.0,4.0,0
29716,amazon,Program Manager,4.0,2.0,5.0,5.0,3.0,4.0,0
29717,amazon,Quality Analyst,4.0,4.0,4.0,4.0,4.0,4.0,0
29719,amazon,Graphic Designer/Production Artist,4.0,3.0,5.0,5.0,3.0,4.0,0
29722,amazon,Program Manager,4.0,4.0,4.0,5.0,4.0,3.0,0
29723,amazon,Quality Service Associate,4.0,4.0,4.0,4.0,4.0,3.0,0
29724,amazon,Corporate Recruiter,4.0,4.0,5.0,5.0,4.0,4.0,0
29726,amazon,Business Analyst,4.0,4.0,5.0,5.0,4.0,4.0,0
29727,amazon,Customer Service Representative,3.0,2.0,4.0,3.0,3.0,3.0,0
29728,amazon,Recruiter,4.0,2.0,5.0,3.0,4.0,3.0,4
29730,amazon,Senior Business Analyst,5.0,4.0,5.0,5.0,5.0,5.0,0
29731,amazon,Area Manager,5.0,3.0,5.0,5.0,4.0,3.0,0
29732,amazon,Stores Coordinator,5.0,4.0,5.0,5.0,3.0,5.0,0
29733,amazon,Project Manager,5.0,4.0,5.0,4.0,5.0,4.0,0
29734,amazon,Warehouse Picker,5.0,5.0,3.0,2.0,3.0,2.0,0
29735,amazon,Customer Service Associate,5.0,4.0,4.0,4.0,4.0,4.0,0
29736,amazon,Software Development Manager,5.0,4.0,5.0,5.0,3.0,5.0,0
29737,amazon,Transaction Risk Investigator,5.0,4.0,5.0,4.0,4.0,5.0,0
29738,amazon,Finance Analyst,5.0,2.0,4.0,5.0,4.0,3.0,0
29740,amazon,Senior Business Development Manager,5.0,4.0,5.0,5.0,4.0,4.0,0
29741,amazon,Risk Management Analyst,5.0,5.0,5.0,4.0,4.0,4.0,0
29742,amazon,EU Head of Business Excellence,5.0,4.0,5.0,5.0,5.0,5.0,0
29743,amazon,Key Account Manager,5.0,4.0,5.0,5.0,3.0,5.0,0
29745,amazon,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,1
29746,amazon,Senior Research Associate,4.0,4.0,4.0,3.0,4.0,4.0,0
29747,amazon,Software Development Engineer-II,4.0,5.0,4.0,4.0,4.0,5.0,0
29750,amazon,Onboarding Specialist,4.0,3.0,4.0,4.0,4.0,4.0,0
29751,amazon,Ad Operations Associate,4.0,4.0,4.0,4.0,5.0,4.0,0
29753,amazon,Associate Partner Manager,3.0,3.0,4.0,4.0,5.0,3.0,1
29756,amazon,SDE1,5.0,5.0,5.0,5.0,5.0,5.0,0
29757,amazon,Brand Specialist,5.0,3.0,5.0,5.0,5.0,5.0,0
29759,amazon,Catalogue Associate,5.0,5.0,5.0,4.0,4.0,4.0,0
29761,amazon,Website Production Support,4.0,4.0,3.0,4.0,4.0,4.0,0
29762,amazon,Solutions Architect,4.0,1.0,5.0,5.0,4.0,1.0,0
29763,amazon,Software Development Engineer Intern,4.0,3.0,4.0,5.0,4.0,4.0,0
29764,amazon,Technical Support,5.0,5.0,4.0,5.0,4.0,4.0,0
29767,amazon,Program Manager,3.0,3.0,3.0,3.0,5.0,1.0,0
29770,amazon,Catalog Associate,2.0,2.0,3.0,2.0,1.0,3.0,0
29771,amazon,Catalog Associate,4.0,none,none,none,none,none,0
29772,amazon,Order Picker,3.0,2.0,3.0,4.0,3.0,3.0,0
29773,amazon,Resolution Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
29774,amazon,Customer Service Representative,4.0,3.0,4.0,4.0,4.0,4.0,0
29775,amazon,Seller Support Associate,4.0,3.0,4.0,5.0,4.0,4.0,0
29780,amazon,Human Resources Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
29782,amazon,Customer Service Representative,5.0,3.0,5.0,5.0,5.0,4.0,0
29783,amazon,SWE Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
29785,amazon,Risk Investigator,4.0,3.0,4.0,3.0,4.0,2.0,0
29786,amazon,Data Associate,3.0,3.0,5.0,3.0,3.0,2.0,1
29790,amazon,Senior Marketing Manager,2.0,1.0,2.0,3.0,5.0,1.0,0
29792,amazon,Self Empolyed Delivery Driver,2.0,3.0,3.0,2.0,2.0,2.0,2
29793,amazon,Software Development Engineer,3.0,2.0,2.0,4.0,4.0,2.0,0
29794,amazon,SDE1,5.0,5.0,5.0,5.0,5.0,5.0,0
29796,amazon,Ops Supervisor,5.0,5.0,5.0,5.0,5.0,5.0,0
29797,amazon,Software Development Engineer,2.0,1.0,2.0,5.0,3.0,1.0,1
29798,amazon,Investigations Specialist,1.0,2.0,2.0,1.0,2.0,1.0,13
29800,amazon,Senior Associate,4.0,4.0,4.0,4.0,4.0,4.0,0
29801,amazon,Associate Account Manager,3.0,4.0,5.0,4.0,4.0,3.0,0
29802,amazon,Manager,3.0,5.0,3.0,4.0,4.0,2.0,0
29803,amazon,Seller Support,3.0,3.0,3.0,2.0,2.0,2.0,0
29804,amazon,Catalog Associate,3.0,4.0,4.0,2.0,3.0,2.0,0
29805,amazon,"Manager BD &amp, AM",3.0,4.0,3.0,4.0,5.0,2.0,0
29807,amazon,Test Specialist,5.0,4.0,5.0,4.0,5.0,4.0,0
29810,amazon,Transaction Risk Investigator,5.0,4.0,5.0,4.0,5.0,5.0,0
29811,amazon,Transportation Operations Specialist,5.0,none,none,none,none,none,0
29812,amazon,Fulfillment Associate,1.0,4.0,1.0,1.0,2.0,1.0,3
29813,amazon,Software Engineer I,4.0,2.0,2.0,4.0,3.0,3.0,0
29814,amazon,Software Engineer,4.0,1.0,3.0,5.0,5.0,2.0,0
29819,amazon,SDE1,4.0,1.0,3.0,4.0,4.0,3.0,0
29821,amazon,Full Time Team Supervisor,3.0,4.0,4.0,3.0,4.0,3.0,0
29822,amazon,Vendor Manager,5.0,3.0,5.0,5.0,4.0,4.0,0
29824,amazon,Technical Support Associate,4.0,4.0,4.0,4.0,4.0,4.0,0
29825,amazon,Learning Specialist,4.0,2.0,5.0,5.0,4.0,3.0,0
29826,amazon,Store Coordinator,3.0,3.0,2.0,3.0,4.0,1.0,2
29829,amazon,Financial Analyst,2.0,2.0,3.0,1.0,2.0,2.0,0
29830,amazon,Team Manager,4.0,2.0,3.0,5.0,4.0,2.0,0
29831,amazon,Software Development Engineer Amazon,4.0,5.0,4.0,5.0,5.0,5.0,0
29832,amazon,Data Engineer - I,5.0,5.0,5.0,5.0,5.0,5.0,0
29834,amazon,Catalog Specialist,5.0,4.0,5.0,5.0,5.0,5.0,0
29835,amazon,Senior Catalog Associate,5.0,5.0,5.0,5.0,5.0,1.0,0
29836,amazon,Warehouse Worker,1.0,1.0,1.0,1.0,1.0,1.0,0
29838,amazon,Senior Finance Manager,4.0,4.0,4.0,5.0,4.0,3.0,0
29839,amazon,TAM,3.0,3.0,3.0,2.0,4.0,3.0,0
29840,amazon,Area Manager,3.0,3.0,4.0,5.0,5.0,4.0,0
29841,amazon,Warehouse Associate,3.0,2.0,2.0,1.0,4.0,1.0,0
29842,amazon,Executive Customer Relations,2.0,1.0,2.0,2.0,3.0,1.0,0
29844,amazon,Process Associate,4.0,1.0,5.0,4.0,4.0,2.0,0
29847,amazon,Global IT Support Manager,3.0,4.0,4.0,3.0,3.0,3.0,0
29850,amazon,3D Junior Artist,3.0,4.0,4.0,4.0,3.0,4.0,0
29851,amazon,Device Associate,3.0,3.0,4.0,5.0,1.0,1.0,0
29852,amazon,Machine Learning Scientist,3.0,4.0,2.0,2.0,5.0,3.0,0
29853,amazon,Data Associate,3.0,3.0,4.0,3.0,3.0,3.0,0
29854,amazon,Data Associate,3.0,2.0,4.0,3.0,4.0,3.0,0
29855,amazon,Network Development Engineer I,5.0,4.0,5.0,5.0,5.0,5.0,0
29858,amazon,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
29859,amazon,Technical Support Engineer I,1.0,1.0,1.0,1.0,2.0,1.0,0
29860,amazon,Program Manager,2.0,1.0,4.0,2.0,1.0,1.0,0
